Total Clean,Label
call wireless phone texas power finance ask need installment on line loan  say ok sure the loan principal  monthly installment payment deduct check account  make  payments the  st payment the  nd payment the  rd now next payment the problem payoff amount  th payment cy cel greater principal loan amount texas state law apply despite contractual agreement  agree pay off  payments  think texas interest law allow type interest hack gouge prevail  my payoff amount  payment principal amount  hate interest gouge," 'Fraud',"
serious car accidents  almost dog fear drive highway bank pnc bank conveniently locate nj nothing bank access online revoke also pod bank account father give information believe company towards dark skin woman first time ever problem check account look un revoke account un revoke account require un revoke account difficulty get across bridge bank every week fear another accident could tell grant access online bank account  nothing additionally someone hack check account able un revoke check account could affect credit score process move buy house new vehicle right point feel company discriminatory reason they explanation give allow explain side story first time 20 year since complete education open check account happen," 'Fraud',"
  recognize account never apply   contract agreement company   sign document  believe victim identity theft somebody steal personal information open credit card saw wrong name except otherwise provide section consumer report agency shall block report information file consumer consumer identify information result allege identity theft later  business day date receipt agency of  appropriate proof identity consumer  copy identity theft report  identification information consumer  statement consumer information information relate transaction consumer  notification consumer report agency shall promptly notify furnish er information identify consumer subsection section  information may result identity theft  identity theft report file  block request section  effective date block  authority decline rescind  general consumer report agency may decline block may rescind block information relate consumer section consumer report agency reasonably determine that information block error block request consumer error  information block block request consumer basis material misrepresentation fact consumer relevant request block  consumer obtain possession good service money result block transaction transaction  notification consumer block information decline rescind subsection affect consumer shall notify promptly manner consumer notify re insertion information section 1681    title  significance block purpose subsection consumer report agency rescind block presence information file consumer prior block information evidence whether consumer know know consumer obtain possession good service money result block exception resellers  reseller file section shall apply consumer report agency consumer report agency reseller  time request consumer subsection section otherwise furnish resell consumer report concern information identify consumer  in form consumer mean consumer may report identity theft bureau obtain consumer information regard identity theft  reseller file sole obligation consumer report agency section regard request consumer section shall block consumer report maintain consumer report agency subsequent use if consumer accordance provision subsection section identify consumer report agency information file consumer result identity theft  consumer report agency reseller identify information  notice carry obligation paragraph  reseller shall promptly provide notice consumer decision block file notice shall contain name address telephone number consumer report agency consumer information obtain resale  exception verification company provision section apply check service company act issue authorization purpose approve process negotiable instrument electronic fund transfer similar method payment except begin  business day receipt information describe paragraph   subsection section check service company shall report national consumer report agency describe section 1681   title information identify subject identity theft report result identity theft  access block information law enforcement agency provision section shall construe require consumer report agency prevent federal state local law enforcement agency access block information consumer file agency could otherwise obtain access sub chapter," 'Fraud',"
car loan since never miss payment account current however file bankruptcy make clear lawyer want keep vehicle bankruptcy process file negotiate lawyer  receive lower interest rate lower monthly payment bankruptcy discharge begin monitor credit report become necessary initiate dispute ensure account report state reaffirmation agreement initial dispute include every item within account require update unfortunately request ensure accurate report become go issue information update request reaffirmation agreement go roughly time frame last dispute since car loan pay time since today believe right unfortunately go credit bureau site review account car speak specifically representative state delete due determine frivolous look account line current check trans union information also erase credit report credit bureau wonder new information reaffirmation agreement forward every department within need know bankruptcy payment excellent history monthly payment reduce 390 00 continually report 490 00 month payment history need extend file bankruptcy loan balance also need accurately report need account place back credit report believe account ever accurately verify properly investigate someone please assist ensure account place back credit report correct information report one time maybe many dispute take decide account remove   know however ask place correct information credit report whomever questionably verify create big problem since right investigate properly," 'Fraud',"
notice incorrect report credit report negative report accord  online access state account negatively note two day later score drop 34 point although aware report immediately notify furnish er error in form error would remove within several business day contact in form upcoming correction in form wait system update would correct observe account daily correction make negative report remove although decrease score 34 point immediately report raise score  point remove correct contact  consumer affair department speak representative name attempt numerous occasion justify clearly improper score record keep towards account consumer basically dismiss address matter factor could justify decrease someone  account 34 point due negative report correct increase score  point bureau do illegal address immediately action reek havoc credit history address get legal counsel involve address concern," 'Fraud',"
ex peri an continue disregard federal law identity theft personally file complaint over stress victim identity theft  bureau want treat case dispute item report belong notify today also part breach must stop credit bureau must follow law protect consumer victim identity theft block except otherwise provide section consumer report agency shall block report information file consumer consumer identify information result allege identity theft later  business day date receipt agency  appropriate proof identity consumer  copy identity theft report  identification information consumer  statement consumer information information relate transaction consumer  notification consumer report agency shall promptly notify furnish er information identify consumer subsection section  information may result identity theft  identity theft report file  block request section  effective date block  authority decline rescind  general consumer report agency may decline block may rescind block information relate consumer section consumer report agency reasonably determine information block error block request consumer error  information block block request consumer basis material misrepresentation fact consumer relevant request block  consumer obtain possession good service money result block transaction transaction  notification consumer block information decline rescind subsection affect consumer shall notify promptly manner consumer notify re insertion information section 1681    title  significance block purpose subsection consumer report agency rescind block presence information file consumer prior block information evidence whether consumer know know consumer obtain possession good service money result block exception resellers  reseller file section shall apply consumer report agency consumer report agency reseller  time request consumer subsection section otherwise furnish resell consumer report concern information identify consumer  in form consumer mean consumer may report identity theft bureau obtain consumer information regard identity theft  reseller file sole obligation consumer report agency section regard request consumer section shall block consumer report maintain consumer report agency subsequent use consumer accordance provision subsection section identify consumer report agency information file consumer result identity theft  consumer report agency reseller identify information  notice carry obligation paragraph  reseller shall promptly provide notice consumer decision block file notice shall contain name address telephone number consumer report agency consumer information obtain resale  exception verification company provision section apply check service company act issue authorization purpose approve process negotiable instrument electronic fund transfer similar method payment except begin  business day receipt information describe paragraph   subsection section check service company shall report national consumer report agency describe section 1681   title information identify subject identity theft report result identity theft  access block information law enforcement agency provision section shall construe require consumer report agency prevent federal state local law enforcement agency access block information consumer file agency could otherwise obtain access sub chapter," 'Fraud',"
receipt letter date would like let know extremely upset almost month attempt call file dispute long wait time hour transfer another department always disconnect call finally get dispute department send seller scamming message instead file escalate ask do month randomly time ask send empty package proof seller scamming penalize financially rep force pay almost 50 00 mail back empty package return money lose fund seller say ship ring  gram yet entire package weigh   gram title document paypal still choose force send money mail back receive fund music company another seller run scamming client sell service advertise tell market promotion drive real listener music pay 880 00 account use fake bot boost stream get missouri   music remove cause additional problem contact seller post derogatory message page say steal credit card card file use real mine dispute lie use fake play bot instead real traffic market right way paypal let dispute department take care matter spend month call almost daily send  mail complaint attorney genus cfp  among try thing still fully able resolve matter money plan file legal action court paypal stem matter please review item account need dispute claim escalate resolve immediately within 10 day take way long use lot time energy go make music since keep go back fourth federal court sue least 75 00 company keep randomly 12 dispute instead bank account shut matter wait 10 day message 10 day escalate reply send fund close bank account bank mail cashier check one transaction take   business day receive  far dispute  month rate take year resolve matter 12 dispute able get company  time month even though notify multiple time multiple way take full month get month back seller send empty package use fake play bot advert real ridiculous please return fund immediately already receive 10 00 1200 00 payment today wait refund 22 00 refund rest transaction track information force paypal  track number empty package company force send back order get refund usps com  amount cost send back empty package 49 00  notify company tell order receive refund return empty package make mad sue company even refund process additional money wont return long wait numerous complaint take time  hire employee clock pay waste time money small business owner loss additional income deal matter pertain try fix issue stem paypal allow scam mer successful help paypal   item dispute  200 00  140 00  10 00 150 00 42 00  100 00 35 00  28 00 70 00 reason dispute  seller use fraudulent bot boost number stream scamming music company like etc  purchase promotion find pe op  know market music real listener  would never buy fake play good need real listener come live concert  company ban business paypal number dispute  credit card use steal technique social medium method use fraudulent  im real american business owner know much social medium attempt hire real company help area scammed," 'Fraud',"
mortgage well fargo purchase home ex wife past 14 year make every monthly payment time auto payment plan set well fargo use withdraw monthly note check account   bother remember pay time get divorce home award divorce court continue make payment always credit score remain high unfortunately due financial strain divorce outstanding debt time unable approve assumption loan take ex wife  name account well fargo tell time   matter since receive ownership home divorce go life continue meet financial responsibility always fast forward last year ex wife unbeknownst file bankruptcy cause chain reaction slam credit score drop low high reason well fargo receive notification bankruptcy file ex wife immediately stop auto payment set 14 year fail notify receive information either phone email regular mail full time professional business honest keep average 35 00 business check account account use pay mortgage pay many bill month 890 00 auto payment make well fargo   get miss stop without knowledge approval receive shock warn credit score plummet discover ex wife file bankruptcy auto payments halt without knowledge permission past due mortgage payment month immediately make payment phone catch outstanding debt damage credit score do well fargo tell  nothing do fact 90 day past due notice credit report still list update show account good stand due kind rule ex wife  bankruptcy file desperately need help get matter resolve credit score update look credit history see year ve credit account ve loan credit card mortgage one incident ve miss accident payment credit card couple year ago ve since set auto payment account ensure never happen much would like file assumption loan home right due fact credit score low thank well fargo update account credit report prior incident credit score average  literally stick rock hard place moment get resolve continue hurt financially realize  technically fault loan   pay month never expect well fargo suddenly without warn end auto payment service use 14 year without fail count promise please let know assist desperate know extremely important good credit life especially business owner thank," 'Fraud',"
name middle buy new condo credit pull address accurate credit file please delete remove follow la fl la fl la la record paperwork provide upon request documentation consumer contract signature 609  section 611  furthermore fail provide method verification require section 611  please advise section 611  fc ra require promptly delete information verify law clear civil liability remedy available section 616 617 fail comply federal law intention exercise right fc ra please remove follow account federal law require provide mechanism ensure item credit report actually belong item inaccurate mislead incomplete may violate federal law," 'Fraud',"
file home scam case third federal save loan cfp  others get home scam determination report government yet hud say something bad happen home see lawyer please investigate provide actual report refinance home hud powerful influential people behind home scam," 'Fraud',"
student loan take lie everything never explain forbearance keep put forbearance account make false allegation explain forbearance never explain forbearance also never explain interest would capitalize also falsely report credit bureau late payment bad credit ask send letter record ask get subpoena always talk threaten way tell report credit agency ask open investigation never ask get lawyer every time ask clarification time want pay loan take another loan refuse take payment put forbearance want collect interest loan fraudulently need immediate help feel depress behavior personal life affect badly," 'Fraud',"
car lease dealer account vw credit set within  month when account get set contact dealer inquire how where payment could make repeat follow till dealer in form issue account set accept payment via credit card account number available see attach receipt date 370 00 dealer send new paperwork sign promptly do vw credit account set payment make immediately reflect account past due follow vw credit demand letter dealer state payment make dealer confirm mis communication sort attach email date assure work vw credit report credit bureau receive call vw credit customer support rep issue sort adverse report withdraw locate credit report adverse comment   30 day past due make despite assurance follow dealer mr vw credit biz dev rep mr accept error assure get report fix rec vd attach letter date vague expressively state remove adverse remark," 'Fraud',"
2019 fax mail challenge letter ex peri an reference account report falsely department defense account number match ask ex peri an investigate account report falsely list reason violation want do item delete ask delete account send complete fully update credit report include track paper trail file also include support documentation show inaccuracy circle red proof also include identification prove say investigation open 2019 investigation close 2019 date status never change violation one two show independent investigation ever conduct violation fc ra department defense account state item update process dispute 2019 challenge account 2019 also tell investigation ever perform upset dissatisfy company handle credit personal information right fc ra want item delete credit report immediately do exactly ask letter 100 word le state issue support documentation go along want do happen," 'Fraud',"
complaint arise request place charge credit card issue respondent bank dispute failure merchant issue refund credit charge report charge unauthorized product accept mail dispute make respondent bank 2018 time provide request information time intensive interview upon completion in form worry would investigate resolve dispute charge lie could take 90 day consequently charge would compute statement balance become due prior credit irrespective fact formally dispute charge investigation still pending bank regulation require consumer dispute charge credit card charge remove provisionally credit pending investigation time credit could make permanent reverse depend find bank  investigation upon raise issue escalate supervisor confirm original representative inaccurate provisional credit would issue account within  business day alarm credit issue dispute close entirely contact bank phone inquire follow lengthy hold advise bank could reach letter send 2018 request additional information dispute dismiss perturb bank would dismiss dispute charge one fail attempt reach customer without provide notice reasonable period time contact bank provide information annoy go time intensive process require initiate action avoid bill charge already notify bank dispute moreover require resubmit lengthy interview already give several time vary date reopen dispute rather supplement answer information request give rise improper dismissal begin even outrageous information actually request everything ask provide resolve write letter statement however collateral issue primary focus cfp  complaint go get dispute open second time representative contrary agreement supervisor first time dispute make repeat policy refuse charge back even provisional credit investigation complete could take 90 day charge still compute statement balance likely due prior credit irrespective fact formally dispute charge investigation still pending person transfer upon escalate refuse anything except take informal request someone call back another day undetermined time believe bank  policy non compliant law industry norm well purposefully design cumbersome inflexible require constant monitor follow up action customer bank make effort enforce purchase protection customer contractually entitle logic people opt assume loss rather claim purchase protection fraud protection bank risk take loss site alone thousand similiar complaint unethical bank  practice," 'Fraud',"
pay student loan financial assistance 140 00 2019 another 140 00 2019 receive single email piece mail regard status student loan effort address situation since initially sign 2019 sign phone receive email congratulation take first step financial freedom instruction need move forward send last pay stub confirm income tell qualify income base repayment wait two month begin get concern want know go call office speak random representative couldnt help tell would ensure case manager would get back clear thing never happen call express concern scam would need take action never hear back call today time phone continue ring on hold min must flag number something time call someone pick rather quickly prompt leave message decide write email record request refund warn would take action research find student loan default quality program like income base repayment would available loan still department education clearly feed lie figure student loan financial assistance scam able find solution resolve debt collection agency charge student loan enrol rehabilitation program get loan default hop  lf  in form representative assist  lf  never contact file paperwork behalf dispute charge bank well take action prevent identity fraud etc company social security number confidential information," 'Fraud',"
please read email send mortgage advocate respond hello issue carrington mortgage falsely report late payment mortgage account initially buy home fund carrington mortgage service buy loan assure loan would sell could local business walk settle issue mortgage loan detail sign person fix rate  75 30 year loan begin loan amount 240 00  110 00 hazard insurance 88 00 flood insurance 160 00 total monthly payment 1600 00 carrington lower escrow payment couple month overall monthly payment readjust 1800 00 please review attach document mortgage payment breakdown show extra payment make correspond month payment make view screen shoot see discrepancy web page monthly statement account payment history never late make extra payment notice couple month ago carrington report late payment increase principal balance 230 00 230 00 credit agency etc never late payment error correct however late fee still show statement also report credit agency cause significant reduction credit score try refinance house reputable va loan possible principal balance increase especially extra payment make principal throughout year attempt contact representative sort person line speak fluent english locate foreign country ask transfer english speak american request provide social security number phone could transfer tell security purpose would provide social would provide account number say already tell would provide social american transfer refuse transfer day two later carrington show caller id answer phone need resolve matter person end hang irritate company read review many others many issue past couple month issue resolve within next 24 hour report carrington  fraud scam variety agency include limit treasury department bureau consumer financial protection bureau federal reserve federal deposit insurance corporation request statement expect receive next day also bank record back request copy bank record verify automatic withdraw mortgage payment credit union bank immediate action request within next 24 hour  remove increase balance late status credit report  correct statement loan payoff request information accurately reflect payment make early extra  credit account send apology letter cause delay refinance progress," 'Fraud',"
call capital one 19 get assistance refund last  late payment fee clerk look account say flat wasnt ask circumstance anything place employment layoff go since last year ive try keep payment everything finally make 320 00 payment card get need card union plus card would think could help little bite ive capital one customer time bank account ive refer others capital one bank account dont believe would hurt get late fee back large company," 'Fraud',"
2019 make flight reservation unite airline website notice ad top page tell price ticket could 250 00 le show ticket price minus 250 00 statement credit lower price apply unite explorer plus card click ad fill application get approve almost immediately speak credit card approval representative promise would see 250 00 first statement provide purchase ticket purchase ticket complete flight reservation unite immediately statement arrive   see 250 00 statement credit call immediately tell apply right offer since time unite airline forum online side read many others also deny offer today call chase credit card company unite try appeal refuse help go credit card review site find yet complaint offer people seem chase habit change offer mid stream honor people sign speak unite airline customer credit several time tell control credit card company ca   help although speak unite rep official page tell offer 250 00 still live honor link offer still live 2019 screen shoot conversation unite airline statement chase honor offer customer make unite airline explorer customer would like able upload doc send disgust total faith chase unite stand word obvious hurt lot people recommend offer available current card holder another travel card use open unite chase card night complete first purchase purpose start use new card exclusively perfectly entitle statement credit," 'Discount',"
loan previously service transfer american education service aes prior transfer re certify income base repayment  br plan receive confirmation  br application approve see attachment subsequently loan transfer aes aes send letter say re certify  br plan date date already pass interest loan would capitalize would new monthly payment amount call aes immediately assure  br application probably process yet ask send confirmation process  br application fax attachment include week pass hear aes whether fix problem call tell locate  br information would fix problem aes erroneously capitalize 670 00 interest loan add principal also increase monthly payment amount 10 00 50 00 contact customer service tell aware mistake work fix nothing happen eventually payment amount lower month tell  br status approve however aes remove interest capitalization call customer service assure capitalization take time end correct aware problem would fix nothing do remove erroneously capitalize interest loan relish idea speak clueless customer service agent aes go whole story become clear aes intend anything address problem interest erroneously capitalize loan increase principal balance akin theft," 'Complaint',"
fair credit report act send  qui fax letter request remove unverified non account hold inquire non  count hold inquiry unverified account also request credit freeze security alert remove account please send copy document file date use verify accuracy account list fair credit report act 15    1681  right demand disclose document record retain file time request concern account report credit report please dont respond request say account verify send copy document file use verify documentation file verify accuracy dispute account please delete immediately require section 611  publish inaccurate unverified item credit report distribute  rd party damage reputation credit worthiness fc ra 15    1681  unverified account must promptly delete therefore unable provide copy verifiable proof file account list within 30 day receipt letter must remove account credit report please provide copy update correct credit report show item remove," 'Fraud',"
19 check 410 00 clear well fargo check account leave available balance 19 00 deposit 20 00 make account 19 weekend automatic debit purchase debit card come  00  00 12 00  00 clear bank 19 none payment decline despite show positive balance check clear well fargo assess 35 00 overdraft charge apply 19 previously disable overdraft protection debit card purchase cp fb come existence well fargo suppose decline pay transaction terminal time purchase call complain   employee try explain debit transaction happen way cause overdraft fee insist opt overdraft protection debit charge statement clearly show positive balance check clear agent continue argue interrupt deny debit card transaction opt account legally exempt overdraft fee remind fraudulent activity   news steal agree waive half fee state system would allow tell unacceptable steal money guise overdraft charge check bounce tell would talk someone higher insist transfer immediately next person come phone situation repeat time offer additional 15 discount charge system would allow tell care system negotiation report cfp  negotiate amount money allow well fargo steal account refund entire 35 00 fee immediately end call promptly," 'Fraud',"
schedule mortgage payment use ach system well fargo ach system pick payment several day schedule payment cause bank account overdraw due well fargo  delay process ach payment attempt propose execute payment plan include pay mortgage payment via treasurer  check bank process execute payment plan propose well fargo paper deliver compel accept mortgage modification face foreclosure fax application proof require decent credit score freeze credit report credit bureau would prefer allow one time access credit report consider necessary income make payment accord plan propose intend sue well fargo properly accept payment plan propose consider  likely would undue hardship well fargo accept payment plan, 'Return_or_Replace'
account union bank trust locate va 19 call branch ask manager talk problem require person good bank knowledge resolve person pick phone say name manager ask want go 12 00 penalty charge cancel transaction provide bank account number account co owners name number account along current balance account however mr insist provide full social security number know background uncomfortable provide full social security number offer last  digit social security number verification information need mr tell help without full social security number go branch driver license legal ask consumer full social security number bank large bank like mortgage bank time anyone ask full social security want notify advise need stop business union bank decide close account union want share improper practice union bank trust,"'Fraud',"
  recognize account never apply   contract agreement company victim identity theft somebody steal personal information open credit card except otherwise provide section consumer report agency shall block report information file consumer consumer identify information result allege identity theft later  business day date receipt agency  appropriate proof identity consumer  copy identity theft report  identification information consumer  statement consumer information information relate transaction consumer  notification consumer report agency shall promptly notify furnish er information identify consumer subsection section  information may result identity theft  identity theft report file  block request section  effective date block  authority decline rescind  general consumer report agency may decline block may rescind block information relate consumer section consumer report agency reasonably determine information block error block request consumer error  information block block request consumer basis material misrepresentation fact consumer relevant request block  consumer obtain possession good service money result block transaction transaction  notification consumer block information decline rescind subsection affect consumer shall notify promptly manner consumer notify re insertion information section 1681    title  significance block purpose subsection consumer report agency rescind block presence information file consumer prior block information evidence whether consumer know know consumer obtain possession good service money result block exception resellers  reseller file section shall apply consumer report agency consumer report agency reseller  time request consumer subsection section otherwise furnish resell consumer report concern information identify consumer  in form consumer mean consumer may report identity theft bureau obtain consumer information regard identity theft  reseller file sole obligation consumer report agency section regard request consumer section shall block consumer report maintain consumer report agency subsequent use consumer accordance provision subsection section identify consumer report agency information file consumer result identity theft  consumer report agency reseller identify information  notice carry obligation paragraph  reseller shall promptly provide notice consumer decision block file notice shall contain name address telephone number consumer report agency consumer information obtain resale  exception verification company provision section apply check service company act issue authorization purpose approve process negotiable instrument electronic fund transfer similar method payment except begin  business day receipt information describe paragraph   subsection section check service company shall report national consumer report agency describe section 1681   title information identify subject identity theft report result identity theft  access block information law enforcement agency provision section shall construe require consumer report agency prevent federal state local law enforcement agency access block information consumer file agency could otherwise obtain access sub chapter," 'Fraud',"
already dispute account trans union fill paperwork someone use id account trans union provide copy original documentation require section 609  section 611  section 611  fc ra require promptly delete information verify fc ra pretty clear civil liability outcome available negligent noncompliance section 617 fail comply litigious consumer fully intend pursue litigation matter enforce right fc ra," 'Fraud',"
complaint credit bureau ex peri an send  letter verify account report credit report ask mail copy paperwork signature validate account mine receive four letter respond back update verify account mine without show proof send letter state unless send  additional relevant information support claim re investigate information again support claim account   mine accord fair credit report act section 609  require federal law verify physical verification original sign consumer contract never send physical verification section 609  section 611  consumer contract signature section 611  fc ra require promptly delete information verify next step take small claim count sue send letter pay ship cost money time," 'Fraud',"
2019 approximately apply business credit card online spark capital one application ask  in number also ask social security number owner put cursor  state ask social security number identification purpose soon submit application get email credit alert state receive inquiry credit go exceptional good lower point inquiry call capital one immediately tell part process explain mislead  card capital one already account strictly business pride responsible credit use get many inquiry would remove say process longer want business card livid," 'Fraud',"
 year ago buy auto insurance member several year 2016 policy year add  child insurance policy agent provide price make sense family however enrollment send  monthly bill payment amount roughly 1800 00 per month   outrageous type coverage immediately contact agent bill resolve price discrepancy provide solution payment make payment arrangement keep coverage shop new carrier separate child policy lower cost find another carrier immediately contact agent cancel policy wo   charge   nd month past  month review credit report find place wife collection amount 4500 00 sell account southern california immediately take action send letter major credit bureau dispute report credit report history however credit bureau take action verify concern regard account action cause family worry many confusion," 'Fraud',"
victim identity theft  dispute unauthorized account  report file data currently update fraudulent illusion accurate however  demand account block immediately data report stop remove unless credit report agency produce legal certify tangible document bind sign contract  loudly demand follow account remove  1500 00  130 00  13 00   350 00," 'Fraud',"
2018 send unsolicited merchandise order form type coin never even visit website recently figure scam send bill demand payment coin order look right find im obligation return unsolicited merchandise ignore mail recently receive notice north shore agency turn collection good credit score need get resolve order merchandise want merchandise know rightfully owe anything send coin never order say im happy return coin expense find another person also report issue consumer affair website 2019 know many people potentially find position want make aware unethical practice need know proceed thank time support matter best regard," 'Fraud',"
open store credit card account back pay significant amount balance owe dollar trade new wed ring set past year different account open name spouse joint quote new minimum monthly payment dollar new balance 7500 first bill statement state dollar new balance first minimum payment dollar immediately dispute amount along balance 60 day investigation open in form would charge additional interest fee time investigation complete still charge interest balance increase well  dollar want pay first payment account try resolve lean charge double interest double monthly payment two separate balance spouse in form term in store assistant store manager also agree term never give copy new account contract sale receipt show dollar minimum monthly payment try return new wed ring set corporate refuse take back still want dollar owe continue call phone restrict number ask cease desist file consumer complaint state attorney general office contract could produce previous account open could legally produce contract legal signature new joint account dispute account numerous time three credit bureau trans union make process difficult account finally close fall however continue add delinquent payment credit report seek destroy credit ive never late account harass bill statement close account ive ask cease desist activity deem illegal own already face possible federal action illegal credit finance practice get stop report late payment close account term never agree keep cant produce contract signature state agree term," 'Fraud',"
recently request receive copy detail credit report three major credit bureau trans union read credit file produce trans union find multiple credit hard inquiry main reason complaint today trans union produce credit report show multiple hard credit inquiry type credit inquiry harm impact consumer  credit score word credit worthiness however information present find two major credit bureau produce credit report word credit bureau credit report show zero credit inquiry credit file exception trans union submit complaint letter trans union receive pre type copy generic letter response give personal permission company look credit file lack report trans union demand answer receive nothing pre type copy letter therefore submit complaint trans union demand sensible answer show harmful credit inquiry two major credit bureau also conclude follow primary reason compare two credit bureau lender use fico credit score produce trans union significantly lower compare report cause negative impact hard earn high credit score reflect demonstrate sharp difference credit score today 2019 point follow point point trans union point 55 point le 36 point le thank much advance help matter respectfully consumer," 'Fraud',"
account add and or create unbeknownst notice concern hold accountable accuse complicity exercise malevolent do compliance hereby mark likely one might one day view civil discord would plaintiff yet declare unjust claim meet deliberate determine resistance counteraction clarity claim non medical debt collection insufficient collection much le report must delete unjust injurious allegation significantly deficient requisite certify report compliance perfect metro  format report testimonial evidence physically verifiable proof validation relate full truth accuracy completeness timeliness ownership identity true debtor date balance audit calculation source code creditor collection code 426 chr    statement associate trail fragment minimal five portion personal identifier pay status require 386 piece confirmation collection else wise standard mandatory proper report mention although check address miss deficient aspect report compliance contest debt compliant nature make aware since unlawful report transition collection equally complaint circumstance still yet validate document fact compliance requisite standard announce yet legally knowledge validity allege claim delinquency derogatory nature cert if  ably compliant matter either collection attempt report despite previous consumer file compose complaint check might know especially shall elect take matter civil court debt derogatory claim must pursue particularly collection define precisely compliant physically verifiable certifiable manner detail requisite obey federal state collection report regulation associate note say claim include limit fcb  fc ra hip   privacy rule fact  fd cpa tcp  etc additionally entity act collector also elect act report party consumer credit must well adhere every single one even regulatory report requisite standard report legal stand full accordance law accept report standard date plaintiff fail demonstrate capacity willingness validate allege debt much le certify fair accurate complete compliant report claim particularly significantly deficient display certify metro  compliance give fact recent breach information collection repository hesitate readily accept present without testimonial certify physically verifiable document evidence claim legitimate deny nothing yet reserve right question unproven claim accept statement claim plaintiff call court reject claim untrue unverified incomplete compliant otherwise invalid there by reject able discharge able requirement dismiss full demand say court resolution today even full accord regulatory statute mention  date receive knowledge ever enter contractual relationship to be plaintiff forward civil complaint entity  allegedly issue default line credit accusation similar despite repeat call accuser demonstrate requisite present physically verifiable document proof adequately acquire permissible purpose exactly individual ir re futa bly identify acknowledgement relationship party mention form  knowledge ever knowingly acknowledge even unknowingly owe prove compliant ly report debt much le claim unproven debt allege write declaration check validity claim also document proof certifiable testimony factual complete compliance standard law even mandatory metro  format compliance obvious allegation file accuser to be plaintiff clear subterfuge act willful disregard ethical practice do ignorance requisite ethical regulatory compliant behavior accusation collection effort credit report claim vile nature derelict unjustly injurious unlawful doubt call dismissal to be plaintiff statement claim discharge mis reported delinquency derogatory behavior accuser complaint undeniably unfairly lodge versus  knowledge ever receive prove document fact statement account account aspect item allege debt delinquent action reiterate call accuser present document cert if  ably true correct complete adequately compliant documentation full validation claim right collect allege claim right report allege claim let true compliance regulatory requisite mandatory optional plaintiff claim mute legal stand full accordance law must dismiss  knowledge ever enter open account to be plaintiff entity  allegedly issue default line credit derogatory claim credit  fact claim even submit adequate compliant proof genesis consumer creditor relationship inability prove application permissible purpose say allege application consumer creditor agreement contract describe relationship relate allege claim account debt otherwise derelict documentation claim inherently make invalid to be plaintiff whole statement claim summon complaint request court resolve adequately compliant ly require immediate eradication complaint charge rectification injurious collection report practice compliance appropriate collection practice equally compliance appropriate complete report practice mandatory optional  stand prove otherwise complain to be plaintiff unjustly un ethically likely illegally absolute deficiency requisite legal stand full accordance applicable law mention collection practice well report practice particularly inability unwillingness timely fully certify physically verifiable document proof full validity debt claim compliance report even mandatory metro  format declare right preference stand claim to be plaintiff call authority integrity ensure truth claim correctness claim completeness claim ownership responsibility debt delinquency debt allege note claim perfect prove able compliance collection action relate claim compliance report action relate claim," 'Fraud',"
